"sim.id","time","ka","ke","v1","v2","q","cl","k12","k21","vm","km","k10","C1","C2","ke0","Ceff","centr","peri","AUC","Drug"
"89",2,2,2,6.47544203011923,0.710121684428414,1.74807825267401,7.49548874698872,0.269955046241349,2.46166015065582,2,2,1.15752541867025,0.168350289350035,0.271940557397987,0.5,0.168350289350035,1.09014253943995,0.193110886683861,1.1629323808108,"Drug2"
"90",2,2,2,8.28777032282679,1.66993579638871,1.12043765952646,7.29634760805005,0.135191687979151,0.670946548932869,2,2,0.880375218405113,0.196085229346078,0.324453313671362,0.5,0.196085229346078,1.62510934451911,0.54181620275674,1.07356102991611,"Drug2"
"91",2,2,2,4.65528831602347,0.800175165584263,2.01727929665785,3.57772654501666,0.433330689683469,2.52104711995765,2,2,0.768529530749396,0.472467844704093,0.622555614410449,0.5,0.472467844704093,2.19947403714775,0.498153541846294,2.04106499731716,"Drug2"
"92",2,2,2,8.97072083205496,1.61971820576622,3.26258717400288,4.26015010102153,0.363692866502402,2.01429308035683,2,2,0.47489495892,0.403425234869459,0.489721829931174,0.5,0.403425234869459,3.61901515862012,0.793211363700672,1.31163769941799,"Drug2"
"93",2,2,2,13.3035472768551,1.31451041148479,1.31011442701923,5.46533019483253,0.0984785786643914,0.996655800952845,2,2,0.410817512133838,0.312134985500985,0.368357162673155,0.5,0.312134985500985,4.15250253637285,0.48420932547886,0.981329205547229,"Drug2"
"94",2,2,2,16.154641640308,1.12014261846446,2.45117615354029,6.78944954815721,0.15173200422003,2.18827148716158,2,2,0.42027856137747,0.259132116677556,0.308375055403713,0.5,0.259132116677556,4.1861864824204,0.345424042029038,0.805424568923234,"Drug2"
"95",2,2,2,7.11769588160101,1.21673652422928,2.75155991443094,4.36155857650749,0.386580146187985,2.26142624934669,2,2,0.612776753750039,0.40233030142445,0.509974412290096,0.5,0.40233030142445,2.8636647294921,0.620504493855719,1.49392256514636,"Drug2"
"96",2,2,2,9.69841287043869,1.14645586179547,1.9219904703407,7.2131206571073,0.198175773295756,1.67646268329133,2,2,0.743742378620867,0.231183683434933,0.338278896429417,0.5,0.231183683434933,2.24211481086078,0.387821823733208,1.02175794857169,"Drug2"
"97",2,2,2,8.59502069035374,1.3870108402444,1.74862849939771,4.1761028146572,0.203446688774142,1.2607172551655,2,2,0.485874666868932,0.408041832637426,0.518005445736428,0.5,0.408041832637426,3.50712799404853,0.718479168542055,1.38272286236406,"Drug2"
"98",2,2,2,12.5054024142599,1.22659494831746,1.45533536791048,7.26820765232148,0.116376532293832,1.18648407113268,2,2,0.581205419190153,0.24042892711004,0.327940223871677,0.5,0.24042892711004,3.00666048553981,0.402249821951097,0.906838385444849,"Drug2"
"99",2,2,2,8.85420980434962,0.960110099417529,2.20138785229434,5.58306394765152,0.248626122594578,2.2928493863671,2,2,0.630554738482574,0.316272212106012,0.40862225976009,0.5,0.316272212106012,2.80034052127239,0.392322358442475,1.21928338706358,"Drug2"
"100",2,2,2,13.5337150668968,0.910180381757015,2.21791365934237,2.12134762021993,0.163880623197643,2.43678473387979,2,2,0.156745402850154,0.512749962367317,0.541254905536029,0.5,0.512749962367317,6.9394118912413,0.49263959654864,1.21052697244586,"Drug2"
